paper_id,work_id,title,year,mechanism,release_package_score_0_to_4,release_package_tier,mentions_huggingface_link,mentions_github_link,has_code_or_scripts_signal,has_model_checkpoint_or_adapter_signal,has_data_or_evaluation_asset_signal,has_recipe_or_pipeline_signal,has_stated_release_or_partial_signal,has_multiple_asset_or_complete_recipe_signal
paper_4ef8550f622b,work_ca414385ece8,MLAS-LoRA: Language-Aware Parameters Detection and LoRA-Based Knowledge Transfer for Multilingual Machine Translation,2025,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_e18a43d6b3ca,work_fa15a36ed740,Healthcare 4.0: A Large Language Model-Based Blockchain Framework for Medical Device Fault Detection and Diagnostics,2025,evaluation_analysis,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_7a71d0bbb81d,work_87a0fde91b09,Efficient LLM Inference on CPUs,2023,distillation_compression,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
paper_a25530d7e73a,work_609f60317ea2,Bactrian-X: Multilingual Replicable Instruction-Following Models with Low-Rank Adaptation,2023,peft_adapter,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_c5b00dca3e80,work_dbec0d60839b,QEFT : Quantization for Efficient Fine-Tuning of LLM s,2024,distillation_compression,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_6170c98295b0,work_fd3b8625cea0,Jina-VLM: Small Multilingual Vision Language Model,2025,architecture,3,model_checkpoint_or_adapter,1,0,0,1,0,1,1,0
tcpaper_2de9bf0cb04e,work_7c102369a3fc,Distill- C : Enhanced NL 2 SQL via Distilled Customization with LLM s,2025,distillation_compression,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_5f1c933ebb95,work_2d996d6008b4,Efficient GPT-4V level multimodal large language model for deployment on edge devices,2025,training_method,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_a8e45691768f,work_2bed36ec2701,Unilaw-R1: A Large Language Model for Legal Reasoning with Reinforcement Learning and Iterative Inference,2025,peft_adapter,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_d7ea732822d0,work_343cc9f96303,Probing the Limits of Compressive Memory: A Study of Infini-Attention in Small-Scale Pretraining,2025,architecture,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_027055e26a39,work_e007eab8c1a2,Iterative Layer-wise Distillation for Efficient Compression of Large Language Models,2025,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
paper_d36f17bd595b,work_ffe5c5d5093a,H2O-Danube3 Technical Report,2024,training_method,3,model_checkpoint_or_adapter,1,0,0,1,0,0,1,0
paper_af05fd00d6fb,work_4ffb4422dec8,Jamba-1.5: Hybrid Transformer-Mamba Models at Scale,2024,architecture,3,model_checkpoint_or_adapter,1,0,0,1,0,1,1,0
paper_ca90826f6125,work_9318b33460ed,MedCritical: Enhancing Medical Reasoning in Small Language Models via Self-Collaborative Correction,2025,training_method,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_a111c581c4f4,work_c9379fe20998,PIP : Perturbation-based Iterative Pruning for Large Language Models,2025,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_247a1e2cfaba,work_91b58598804a,NEMO-4-PAYPAL: Leveraging NVIDIA's Nemo Framework for empowering PayPal's Commerce Agent,2025,peft_adapter,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_0f6e55720ea5,work_99d5a7fcb896,SparseLLM: Towards Global Pruning of Pre-trained Language Models,2024,distillation_compression,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_9ac76d7869ba,work_db7dceacd842,PrefixQuant: Eliminating Outliers by Prefixed Tokens for Large Language Models Quantization,2024,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_712984c6662f,work_bde0c8d3c72d,CompactifAI: Extreme Compression of Large Language Models using Quantum-Inspired Tensor Networks,2024,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_d5df5a4671bf,work_cf325aec8623,MoELoRA: Contrastive Learning Guided Mixture of Experts on Parameter-Efficient Fine-Tuning for Large Language Models,2024,peft_adapter,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_b90e4273ccfc,work_6b25033753f6,Mini-GPTs: Efficient Large Language Models through Contextual Pruning,2023,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_0e3408442e33,work_8863a203a552,"E$^3$-Pruner: Towards Efficient, Economical, and Effective Layer Pruning for Large Language Models",2025,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_a0b0b6a00694,work_343f57cb1ffb,Compresso: Structured Pruning with Collaborative Prompting Learns Compact Large Language Models,2023,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_30e55b1906a1,work_b0d79846923f,NOLA: Compressing LoRA using Linear Combination of Random Basis,2023,peft_adapter,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_ead007754723,work_d0dc4c7064b7,TernaryLM: Memory-Efficient Language Modeling via Native 1.5-Bit Quantization with Adaptive Layer-wise Scaling,2026,distillation_compression,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_4f7ec6f46319,work_a06b32899bea,PhoneLM:an Efficient and Capable Small Language Model Family through Principled Pre-training,2024,architecture,4,multiple_assets_or_complete_recipe,1,1,1,1,0,1,1,1
tcpaper_0d8bb3928495,work_2b2a87038c22,M o E -I 2 : Compressing Mixture of Experts Models through Inter-Expert Pruning and Intra-Expert Low-Rank Decomposition,2024,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_8a008ff1cc13,work_8b24c6dba966,Gemma 2: Improving Open Language Models at a Practical Size,2024,training_method,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_8132e0113ba7,work_89a3e30eeb00,GaLore: Memory-Efficient LLM Training by Gradient Low-Rank Projection,2024,training_method,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_e1faa684880e,work_425deef8f16e,Phi-4 Technical Report,2024,training_method,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_57d1f8cef34d,work_637b13139543,Zero-Shot- BERT -Adapters: a Zero-Shot Pipeline for Unknown Intent Detection,2023,peft_adapter,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_92ff11c645f2,work_beb121984c60,A Comprehensive Evaluation of Large Language Models on Mental Illnesses,2024,evaluation_analysis,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_62cf1ed1d29c,work_35209b32e5ce,Learning from Failures in Multi-Attempt Reinforcement Learning,2025,training_method,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_5b527dcc2047,work_2e2dd6100fe6,Performance-Guided LLM Knowledge Distillation for Efficient Text Classification at Scale,2024,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_8a7e26648b21,work_ab87375646e8,"Can Small Language Models Learn, Unlearn, and Retain Noise Patterns?",2024,evaluation_analysis,3,model_checkpoint_or_adapter,1,0,0,1,0,0,1,0
paper_1344ee0c83e0,work_a8dace9e56b4,Small Language Models for Efficient Agentic Tool Calling: Outperforming Large Models with Targeted Fine-tuning,2025,peft_adapter,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_4ce3cae42bf9,work_28caad3bd4c1,"oBERTa: Improving Sparse Transfer Learning via improved initialization, distillation, and pruning regimes",2023,distillation_compression,4,multiple_assets_or_complete_recipe,1,1,1,1,0,1,1,1
paper_e38984c9ff76,work_8144b4950a2e,Dynamic Self-Distillation via Previous Mini-batches for Fine-tuning Small Language Models,2024,training_method,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_4ac39ec5b155,work_6ea8ab054a90,Evaluating the Effectiveness of Small Language Models in Detecting Refactoring Bugs,2025,evaluation_analysis,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_1c20039e9033,work_083c765024e3,It Helps to Take a Second Opinion: Teaching Smaller LLMs to Deliberate Mutually via Selective Rationale Optimisation,2025,training_method,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_b13f090e9cb6,work_9c3b604ef6f2,Segment and Caption Anything,2024,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_391897eb6512,work_7323fdae7d6f,UNDO: Understanding Distillation as Optimization,2025,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_e411d3f735f4,work_4b62bd84d426,"Grid Spatial Understanding: A Dataset for Textual Spatial Reasoning over Grids, Embodied Settings, and Coordinate Structures",2026,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_2b778246b529,work_4f4f52ac3368,From LLM to NMT: Advancing Low-Resource Machine Translation with Claude,2024,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_4dd177119e49,work_c1f878b874f5,MoEQuant: Enhancing Quantization for Mixture-of-Experts Large Language Models via Expert-Balanced Sampling and Affinity Guidance,2025,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_8ab8d8d43ea4,work_e2889e7bc00c,Open- RAG : Enhanced Retrieval Augmented Reasoning with Open-Source Large Language Models,2024,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_f625571abe76,work_0efaa6f94419,MoEQuant: Enhancing Quantization for Mixture-of-Experts Large Language Models via Expert-Balanced Sampling and Affinity Guidance,2025,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_6042f21135f0,work_0f75f6c02abb,KG -Adapter: Enabling Knowledge Graph Integration in Large Language Models through Parameter-Efficient Fine-Tuning,2024,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_3a9af2c3cadc,work_30c361e53a3e,KG-Adapter: Enabling Knowledge Graph Integration in Large Language Models through Parameter-Efficient Fine-Tuning,2024,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_6990a2f6a055,work_2a19f4c72005,Mixed Distillation Helps Smaller Language Model Better Reasoning,2023,distillation_compression,3,model_checkpoint_or_adapter,1,1,1,1,0,0,1,0
paper_d5070b146f58,work_6ebd34574369,A Little Help Goes a Long Way: Efficient LLM Training by Leveraging Small LMs,2024,training_method,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_b8b8f40346c0,work_1da7f58cd494,Language and Planning in Robotic Navigation: A Multilingual Evaluation of State-of-the-Art Models,2025,evaluation_analysis,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
paper_1b64eb0e39e7,work_35d63cbaa469,LightLM: A Lightweight Deep and Narrow Language Model for Generative Recommendation,2023,architecture,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_f34404b3d0bb,work_039ea6d98f97,Krikri: Advancing Open Large Language Models for G reek,2025,training_method,3,model_checkpoint_or_adapter,1,0,0,1,0,1,1,0
paper_422945fa245a,work_3f0a5facb13d,PoliTune: Analyzing the Impact of Data Selection and Fine-Tuning on Economic and Political Biases in Large Language Models,2024,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_09eab06633ac,work_2c20c7cc0f74,F ed PET uning: When Federated Learning Meets the Parameter-Efficient Tuning Methods of Pre-trained Language Models,2023,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
paper_bbbc3241ffb2,work_600f237db123,FedPETuning: When Federated Learning Meets the Parameter-Efficient Tuning Methods of Pre-trained Language Models,2023,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_56098e2c408b,work_52b555630832,R o C o FT : Efficient Finetuning of Large Language Models with Row-Column Updates,2025,peft_adapter,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_d4fe45251ff9,work_acebbbeaa6e3,Kakugo: Distillation of Low-Resource Languages into Small Language Models,2026,distillation_compression,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_2105bba9cbd7,work_7d294ebbe222,Entropy-Aware On-Policy Distillation of Language Models,2026,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_c77e8bcc5049,work_15fd56021732,Z1: Efficient Test-time Scaling with Code,2025,training_method,3,model_checkpoint_or_adapter,1,0,0,1,0,1,1,0
paper_092509ff1086,work_06a7c6129037,I-LLM: Efficient Integer-Only Inference for Fully-Quantized Low-Bit Large Language Models,2024,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_a4470328d35b,work_5e5ff7b9fea4,KV-CAR: KV Cache Compression using Autoencoders and KV Reuse in Large Language Models,2025,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_43a94177f5c1,work_03262950de1f,ZipLM: Inference-Aware Structured Pruning of Language Models,2023,distillation_compression,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_fb8a3a25d2e1,work_c7c3c61bbff9,IncreLoRA: Incremental Parameter Allocation Method for Parameter-Efficient Fine-tuning,2023,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_0465a340115f,work_1e9dbb34c644,KV-Latent: Dimensional-level KV Cache Reduction with Frequency-aware Rotary Positional Embedding,2025,distillation_compression,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
paper_60b4b04a68b5,work_f21912a25956,Composing Parameter-Efficient Modules with Arithmetic Operations,2023,peft_adapter,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_ff03edcc315b,work_d27decbb95c5,Efficiency optimization of large-scale language models based on deep learning in natural language processing tasks,2024,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_4d2a9a36891d,work_74f8765d1174,Shortened LLaMA: Depth Pruning for Large Language Models with Comparison of Retraining Methods,2024,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_4c8b2996ddc9,work_9787c08c23c9,Beneath the Surface: Unveiling Harmful Memes with Multimodal Reasoning Distilled from Large Language Models,2023,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_5d702468784a,work_35424f6134e2,Quantized Can Still Be Calibrated: A Unified Framework to Calibration in Quantized Large Language Models,2025,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_663aafcdcf16,work_4bdde79a08d8,GSQ -Tuning: Group-Shared Exponents Integer in Fully Quantized Training for LLM s On-Device Fine-tuning,2025,training_method,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_6c4a79ffd1b5,work_00d94c26a73a,On Importance of Layer Pruning for Smaller BERT Models and Low Resource Languages,2025,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_3626e75b8826,work_3c16e01c66c9,RA - L o RA : Rank-Adaptive Parameter-Efficient Fine-Tuning for Accurate 2-bit Quantized Large Language Models,2024,peft_adapter,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
paper_4482999288b3,work_c3cf39a1a1df,RA-LoRA: Rank-Adaptive Parameter-Efficient Fine-Tuning for Accurate 2-bit Quantized Large Language Models,2024,peft_adapter,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
paper_4e62b0125830,work_5c1e832c3fc1,Quantized Can Still Be Calibrated: A Unified Framework to Calibration in Quantized Large Language Models,2025,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_055d372991ad,work_947f881f0ae4,"More Human, More Efficient: Aligning Annotations with Quantized SLMs",2026,peft_adapter,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
tcpaper_24583b06067d,work_f7da2b565420,Generalizability of Mixture of Domain-Specific Adapters from the Lens of Signed Weight Directions and its Application to Effective Model Pruning,2024,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_766344ad970d,work_f82a5566e941,Paired by the Teacher: Turning Unpaired Data into High-Fidelity Pairs for Low-Resource Text Generation,2025,training_method,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_4364f4154e44,work_28b9521ef74e,LLaVA-Phi: Efficient Multi-Modal Assistant with Small Language Model,2024,training_method,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
tcpaper_b00e8456038b,work_43fd9d046c0d,MAPLE : Multilingual Evaluation of Parameter Efficient Finetuning of Large Language Models,2024,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_3ce15983b389,work_81378cf0b1f2,MAPLE: Multilingual Evaluation of Parameter Efficient Finetuning of Large Language Models,2024,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_ea4083469dbe,work_94a416b6218d,Prefix Propagation: Parameter-Efficient Tuning for Long Sequences,2023,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_5cd1b824f088,work_90a609114004,Knowledge-Augmented Multimodal Clinical Rationale Generation for Disease Diagnosis with Small Language Models,2025,distillation_compression,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
paper_43cb1205ab49,work_cf51bb93bb2c,A Separable Architecture for Continuous Token Representation in Language Models,2026,architecture,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_f6ad6631cce6,work_ffdd610048ff,Outlier-Safe Pre-Training for Robust 4-Bit Quantization of Large Language Models,2025,training_method,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_38a1b66793ca,work_10bf0ad72f30,AWQ: Activation-aware Weight Quantization for LLM Compression and Acceleration,2023,distillation_compression,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
tcpaper_1798466e0c3b,work_7f53707bd443,H otel M atch- LLM : Joint Multi-Task Training of Small and Large Language Models for Efficient Multimodal Hotel Retrieval,2025,deployment_system,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_752becdcc73a,work_55a4df21f326,M obi ZO : Enabling Efficient LLM Fine-Tuning at the Edge via Inference Engines,2025,peft_adapter,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_2f0093b97c5e,work_25edb77009ff,Deploying Tiny LVLM Judges for Real-World Evaluation of Chart Models: Lessons Learned and Best Practices,2025,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_af1f3ab60275,work_ed405efcfe9a,Effective and Efficient Conversation Retrieval for Dialogue State Tracking with Implicit Text Summaries,2024,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_84b5b59a7409,work_57de24d10297,ICLEF : In-Context Learning with Expert Feedback for Explainable Style Transfer,2024,training_method,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_9c3d3cd26b94,work_6beeba4df37a,L a MDA : Large Model Fine-Tuning via Spectrally Decomposed Low-Dimensional Adaptation,2024,peft_adapter,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
paper_4a8450239610,work_33a5c8b96ff5,Bielik-Minitron-7B: Compressing Large Language Models via Structured Pruning and Knowledge Distillation for the Polish Language,2026,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_9bb846702d33,work_b37bc01f3ff2,Parameter and Computation Efficient Transfer Learning for Vision-Language Pre-trained Models,2023,deployment_system,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_e6c9948b0ce6,work_01b8326588de,Learning Together to Perform Better: Teaching Small-Scale LLM s to Collaborate via Preferential Rationale Tuning,2025,training_method,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_8e91a35645c6,work_015d4a65b64b,Learning Together to Perform Better: Teaching Small-Scale LLMs to Collaborate via Preferential Rationale Tuning,2025,training_method,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_41d68268f10f,work_1f4116eb5c99,Growing Smaller Language Models Using Knowledge Distillation from Larger Models,2024,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_7692c7cd47a0,work_24b611b16302,SLM Finetuning for Natural Language to Domain Specific Code Generation in Production,2026,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_68b5adcb846b,work_03d5c9655eda,ShishuLM : Achieving Optimal and Efficient Parameterization with Low Attention Transformer Models,2025,architecture,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_479027102c90,work_2912f8481a51,DistilQwen2.5: Industrial Practices of Training Distilled Open Lightweight Language Models,2025,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_ac5fe7989024,work_206cc5a7642b,LEO - MINI : An Efficient Multimodal Large Language Model using Conditional Token Reduction and Mixture of Multi-Modal Experts,2025,architecture,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_84566317ead8,work_6abfb4a2e5c9,Boost Vision Transformer With GPU-Friendly Sparsity and Quantization,2023,distillation_compression,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
paper_8121ffbaaaff,work_357e2d0eab25,LLM-FP4: 4-Bit Floating-Point Quantized Transformers,2023,distillation_compression,3,model_checkpoint_or_adapter,1,1,1,1,0,0,1,0
tcpaper_b13ce616ac4e,work_2945b26f24da,3 D -Aware Vision-Language Models Fine-Tuning with Geometric Distillation,2025,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_1b0625c55558,work_2efcb6b63ca0,VL-PET: Vision-and-Language Parameter-Efficient Tuning via Granularity Control,2023,peft_adapter,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_fb3c5a072c79,work_230b89e2c5e1,Small LLMs can be good coldstart recommenders,2026,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_b8e4d29b7646,work_3a763bf13b69,L o RETTA : Low-Rank Economic Tensor-Train Adaptation for Ultra-Low-Parameter Fine-Tuning of Large Language Models,2024,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_54633e8c6446,work_f42101f08ed7,Is C4 Dataset Optimal for Pruning? An Investigation of Calibration Data for LLM Pruning,2024,evaluation_analysis,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_6cc1e2f8f404,work_e285383ad41d,Evaluating Zero-Shot and One-Shot Adaptation of Small Language Models in Leader-Follower Interaction,2026,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_00cc0423b092,work_6a49bff960b7,Beyond Text Compression: Evaluating Tokenizers Across Scales,2025,evaluation_analysis,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_3ff3dfb72e92,work_1876eec8fa3f,D ense L o RA : Dense Low-Rank Adaptation of Large Language Models,2025,peft_adapter,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_67c1c90ddb00,work_11ddb285a561,LLM - QAT : Data-Free Quantization Aware Training for Large Language Models,2024,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_db98bfa6e45e,work_7da4c4e5b517,The Flan Collection: Designing Data and Methods for Effective Instruction Tuning,2023,evaluation_analysis,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_e4ed79a1e916,work_6f40863ddcb9,W iki C hat: Stopping the Hallucination of Large Language Model Chatbots by Few-Shot Grounding on W ikipedia,2023,distillation_compression,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_0e39f293a0df,work_7907a0d7d240,D istil Q wen2.5: Industrial Practices of Training Distilled Open Lightweight Language Models,2025,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_5448b34ee6bb,work_b31f726ba066,Pruning via Merging: Compressing LLM s via Manifold Alignment Based Layer Merging,2024,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_a9d0a48284a2,work_f709a9fdf614,"Hard Negatives, Hard Lessons: Revisiting Training Data Quality for Robust Information Retrieval with LLM s",2025,evaluation_analysis,4,multiple_assets_or_complete_recipe,1,1,1,1,0,1,1,1
paper_9ff9ad4396f5,work_c832ceaf9121,LLaMA-Reviewer: Advancing Code Review Automation with Large Language Models through Parameter-Efficient Fine-Tuning,2023,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
paper_653b0bc61967,work_7967e5a8ebd7,AutoQRA: Joint Optimization of Mixed-Precision Quantization and Low-rank Adapters for Efficient LLM Fine-Tuning,2026,peft_adapter,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_9f879d19b150,work_6bba877a14ea,KG -Agent: An Efficient Autonomous Agent Framework for Complex Reasoning over Knowledge Graph,2025,deployment_system,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_7eb96269973e,work_c7b89a7213ae,Benchmarking Large-Language Models for Resource-Efficient Medical AI for Edge Deployment,2025,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_1ec9f8220051,work_ec8e7430e4a7,2 OLMo 2 Furious,2024,training_method,3,model_checkpoint_or_adapter,1,0,0,1,0,1,1,0
tcpaper_7aa888abcf28,work_ea4efdf921b7,DISP-LLM: Dimension-Independent Structural Pruning for Large Language Models,2024,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_5eb5cd6ef6fa,work_685475bca234,FASP: Fast and Accurate Structured Pruning of Large Language Models,2025,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_8e308cbce346,work_2e8295966e22,LLML ingua-2: Data Distillation for Efficient and Faithful Task-Agnostic Prompt Compression,2024,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_28ca20bd75f6,work_ca562bc9fa1e,E dge I nfinite: A Memory-Efficient Infinite-Context Transformer for Edge Devices,2025,deployment_system,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_368508e9fb94,work_fe546e4667e9,Less is KEN : a Universal and Simple Non-Parametric Pruning Algorithm for Large Language Models,2024,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_66a783ce0ade,work_b3cf24fddd10,Concept Distillation from Strong to Weak Models via Hypotheses-to-Theories Prompting,2025,training_method,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_5da6c953b94c,work_76195bbfb446,CircuitProbe: Predicting Reasoning Circuits in Transformers via Stability Zone Detection,2026,evaluation_analysis,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_274768a3212d,work_ee49f7dd475f,Quantizable Transformers: Removing Outliers by Helping Attention Heads Do Nothing,2023,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
paper_a2ffa4209de5,work_647a8729cf13,What Happens When Small Is Made Smaller? Exploring the Impact of Compression on Small Data Pretrained Language Models,2024,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_097a3a2136aa,work_b9b857d47b9f,Compress to Impress: Efficient LLM Adaptation Using a Single Gradient Step on 100 Samples,2025,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_994f1e1e373d,work_92b27bd1e018,Towards Event Extraction with Massive Types: LLM -based Collaborative Annotation and Partitioning Extraction,2025,deployment_system,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_04f548d1e5d5,work_05b263e6b621,QMC: Efficient SLM Edge Inference via Outlier-Aware Quantization and Emergent Memories Co-Design,2026,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
