paper_id,title,year,repo_level_id,hf_repo_id,repo_model_repo_type,repo_variant_type,repo_family_primary,repo_base_model_relation_type,link_method,link_confidence,evidence_text_or_field
paper_8388d57001c3,Educational justice. Reliability and consistency of large language models for automated essay scoring and its implications,2025,repo_be81ae454a69,EasyDeL/Llama-3.1-70B,base,base_or_unknown,Llama,unknown,exact_model_mention,medium,llama 3.1 70b
paper_84479ef46686,Optimizing Small Language Models for In-Vehicle Function-Calling,2025,repo_d01ca2722e59,Dudeman523/Phi_3-onnx,quantized_or_deployment,deployment_format,Phi,unknown,exact_model_mention,medium,phi 3
paper_864a257b331a,LongLoRA: Efficient Fine-tuning of Long-Context Large Language Models,2023,repo_3e46705de35c,caisarl76/llama2-70B-8bit,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama2 70b
paper_864a257b331a,LongLoRA: Efficient Fine-tuning of Long-Context Large Language Models,2023,repo_8e38bb0a32d4,turboderp/Llama2-7B-exl2,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama2 7b
paper_8939cdbc128a,CommonIT: Commonality-Aware Instruction Tuning for Large Language Models via Data Partitions,2024,repo_8e38bb0a32d4,turboderp/Llama2-7B-exl2,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama2 7b
paper_8939cdbc128a,CommonIT: Commonality-Aware Instruction Tuning for Large Language Models via Data Partitions,2024,repo_20095953571c,TheBloke/LLaMa-13B-GPTQ,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama 13b
paper_8939cdbc128a,CommonIT: Commonality-Aware Instruction Tuning for Large Language Models via Data Partitions,2024,repo_284fa1014f76,mlx-community/Qwen2-7B-8bit,quantized_or_deployment,quantized,Qwen,unknown,exact_model_mention,medium,qwen2 7b
paper_8a7e26648b21,"Can Small Language Models Learn, Unlearn, and Retain Noise Patterns?",2024,repo_2e3d6f5fdbb7,allenai/OLMo-1B,base,base_or_unknown,OLMo,unknown,exact_model_mention,medium,olmo 1b
paper_8c1a28e7f1f8,DL-QAT: Weight-Decomposed Low-Rank Quantization-Aware Training for Large Language Models,2024,repo_13e83f6fb726,TheBloke/LLaMa-7B-GPTQ,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama 7b
paper_8ebfd23c3447,Textbooks Are All You Need,2023,repo_da8804b3be0b,microsoft/phi-1,base,base_or_unknown,Phi,unknown,exact_model_mention,medium,phi 1
paper_92efa5c06af4,SASQ: Static Activation Scaling for Quantization-Aware Training in Large Language Models,2025,repo_8e38bb0a32d4,turboderp/Llama2-7B-exl2,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama2 7b
paper_92ff11c645f2,A Comprehensive Evaluation of Large Language Models on Mental Illnesses,2024,repo_d01ca2722e59,Dudeman523/Phi_3-onnx,quantized_or_deployment,deployment_format,Phi,unknown,exact_model_mention,medium,phi 3
paper_93a27e53ba24,GPTailor: Large Language Model Pruning Through Layer Cutting and Stitching,2025,repo_6094ee2c2c1b,AlmaEconomics/llama2_quantized_13B_8bit,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama2 13b
paper_9a471632774d,Sheared LLaMA: Accelerating Language Model Pre-training via Structured Pruning,2023,repo_8e38bb0a32d4,turboderp/Llama2-7B-exl2,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama2 7b
paper_9a832649c646,Medicine on the Edge: Comparative Performance Analysis of On-Device LLMs for Clinical Reasoning,2025,repo_d01ca2722e59,Dudeman523/Phi_3-onnx,quantized_or_deployment,deployment_format,Phi,unknown,exact_model_mention,medium,phi 3
paper_9ebcf3df5338,FBQuant: FeedBack Quantization for Large Language Models,2024,repo_8e38bb0a32d4,turboderp/Llama2-7B-exl2,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama2 7b
paper_9f1abfc31f03,Mini-batch Coresets for Memory-efficient Language Model Training on Data Mixtures,2024,repo_d01ca2722e59,Dudeman523/Phi_3-onnx,quantized_or_deployment,deployment_format,Phi,unknown,exact_model_mention,medium,phi 3
paper_a02a3687986d,SmolLM2: When Smol Goes Big -- Data-Centric Training of a Small Language Model,2025,repo_3e483c3c573b,quinnhe/llama3.2_1b_4bit,finetune,quantized,Llama,unknown,exact_model_mention,medium,llama3.2 1b
paper_a0b0b6a00694,Compresso: Structured Pruning with Collaborative Prompting Learns Compact Large Language Models,2023,repo_13e83f6fb726,TheBloke/LLaMa-7B-GPTQ,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama 7b
paper_a0f4c657949f,Small Language Models and Neuro-Symbolic AI in Zonal Architectures: The Rise of Small Language Models (SLMs) in Constrained Environments,2026,repo_d01ca2722e59,Dudeman523/Phi_3-onnx,quantized_or_deployment,deployment_format,Phi,unknown,exact_model_mention,medium,phi 3
paper_a1c7b9bdea9e,Fine-Tuning Open-Weight Language Models to Deliver Cognitive Behavioral Therapy for Depression: A Feasibility Study,2024,repo_85c3b191fa19,rastabastamon/qwen-2.5-7b-gptq-4bit,quantized_or_deployment,quantized,Qwen,unknown,exact_model_mention,medium,qwen 2.5 7b
paper_a1ee7310f707,Pushing up to the Limit of Memory Bandwidth and Capacity Utilization for Efficient LLM Decoding on Embedded FPGA,2025,repo_8e38bb0a32d4,turboderp/Llama2-7B-exl2,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama2 7b
paper_a2884f303752,AlphaPruning: Using Heavy-Tailed Self Regularization Theory for Improved Layer-wise Pruning of Large Language Models,2024,repo_13e83f6fb726,TheBloke/LLaMa-7B-GPTQ,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama 7b
paper_a3416583cd23,Benchmarking proprietary and open-source language and vision-language models for gastroenterology clinical reasoning,2025,repo_6bece8863bf9,verbalyze/llama3.3_70B_quantized,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama3.3 70b
paper_a8708f49c689,MinT: Boosting Generalization in Mathematical Reasoning via Multi-View Fine-Tuning,2023,repo_13e83f6fb726,TheBloke/LLaMa-7B-GPTQ,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama 7b
paper_aa3dae755f8d,Analysis of LLM Bias (Chinese Propaganda &amp; Anti-US Sentiment) in DeepSeek-R1 vs. ChatGPT o3-mini-high,2025,repo_343e68eb6d7a,deepseek-ai/DeepSeek-R1,base,base_or_unknown,DeepSeek,unknown,exact_model_mention,medium,deepseek r1
paper_ac13157061ac,Parameter-Efficient Fine-Tuning with Discrete Fourier Transform,2024,repo_8e38bb0a32d4,turboderp/Llama2-7B-exl2,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama2 7b
paper_afe2f4616036,SozKZ: Training Efficient Small Language Models for Kazakh from Scratch,2026,repo_d8149c7c4716,stukenov/sozkz-core-llama-600m-kk-base-v1,base,base_or_unknown,Llama,unknown,model_card_arxiv_ref,high,arxiv_refs::2603.20854
paper_b1411c035d9d,Thinking Preference Optimization,2025,repo_f69faf9afcfb,echodada/Qwen-7B,base,base_or_unknown,Qwen,unknown,exact_model_mention,medium,qwen 7b
paper_b23e6d69ba99,"Improving VTE Identification through Language Models from Radiology Reports: A Comparative Study of Mamba, Phi-3 Mini, and BERT",2024,repo_d01ca2722e59,Dudeman523/Phi_3-onnx,quantized_or_deployment,deployment_format,Phi,unknown,exact_model_mention,medium,phi 3
paper_b2f7b740d493,Can Small Language Models be Good Reasoners for Sequential Recommendation?,2024,repo_8e38bb0a32d4,turboderp/Llama2-7B-exl2,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama2 7b
paper_b33a37c0be4c,Enhancing semantical text understanding with fine-tuned large language models: A case study on Quora Question Pair duplicate identification,2025,repo_0f319eb8f84e,TheBloke/LLaMa-65B-GPTQ,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama 65b
paper_b4a34b2de397,QServe: W4A8KV4 Quantization and System Co-design for Efficient LLM Serving,2024,repo_22f5440435cf,programmerino/qwen1.5-72b-awq,quantized_or_deployment,quantized,Qwen,unknown,exact_model_mention,medium,qwen1.5 72b
paper_b6bd26700a19,"Token-Hungry, Yet Precise: DeepSeek R1 Highlights the Need for Multi-Step Reasoning Over Speed in MATH",2025,repo_37859c5b5279,n0ni/test-mistral-8B,quantized_or_deployment,quantized,Mistral,unknown,exact_model_mention,medium,mistral 8b
paper_b6bd26700a19,"Token-Hungry, Yet Precise: DeepSeek R1 Highlights the Need for Multi-Step Reasoning Over Speed in MATH",2025,repo_343e68eb6d7a,deepseek-ai/DeepSeek-R1,base,base_or_unknown,DeepSeek,unknown,exact_model_mention,medium,deepseek r1
paper_b701f816ce5e,ABQ-LLM: Arbitrary-Bit Quantized Inference Acceleration for Large Language Models,2025,repo_13e83f6fb726,TheBloke/LLaMa-7B-GPTQ,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama 7b
paper_b8b8f40346c0,Language and Planning in Robotic Navigation: A Multilingual Evaluation of State-of-the-Art Models,2025,repo_d01ca2722e59,Dudeman523/Phi_3-onnx,quantized_or_deployment,deployment_format,Phi,unknown,exact_model_mention,medium,phi 3
paper_bd439c77555f,CBQ: Cross-Block Quantization for Large Language Models,2023,repo_a4edae36043a,TheBloke/Upstage-Llama1-65B-Instruct-GPTQ,quantized_or_deployment,quantized,Llama,quantized,family_size_fuzzy_match,low,llama1 65b
paper_be7f235b58cb,Bridging Draft Policy Misalignment: Group Tree Optimization for Speculative Decoding,2025,repo_ca45adbb37e9,kallilikhitha123/llama-Quantized-Model-8B,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama 8b
paper_be7f235b58cb,Bridging Draft Policy Misalignment: Group Tree Optimization for Speculative Decoding,2025,repo_63ef8bbfc27a,husj576/GTO-llama33-instruct-70B,base,base_or_unknown,Llama,unknown,model_card_arxiv_ref,high,arxiv_refs::2509.22134
paper_be7f235b58cb,Bridging Draft Policy Misalignment: Group Tree Optimization for Speculative Decoding,2025,repo_18064bed0fc4,husj576/GTO-llama31-instruct-8B,base,base_or_unknown,Llama,unknown,model_card_arxiv_ref,high,arxiv_refs::2509.22134
paper_be7f235b58cb,Bridging Draft Policy Misalignment: Group Tree Optimization for Speculative Decoding,2025,repo_dcb34d569970,husj576/GTO-deepseek-8B,base,base_or_unknown,DeepSeek,unknown,model_card_arxiv_ref,high,arxiv_refs::2509.22134
paper_be7f235b58cb,Bridging Draft Policy Misalignment: Group Tree Optimization for Speculative Decoding,2025,repo_06c96045b8dd,akrishnamoorthy23/llama-3.3-70B-4bit-AWQ,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama 3.3 70b
paper_c07643c7e268,BlueLM-V-3B: Algorithm and System Co-Design for Multimodal Large Language Models on Mobile Devices,2024,repo_b1aee53cb7ce,EricZhang1412/MiniCPM-V-2.6,quantized_or_deployment,quantized,MiniCPM,unknown,exact_model_mention,medium,minicpm v 2.6
paper_c07ff8d0c8b6,Domain Specific Specialization in Low-Resource Settings: The Efficacy of Offline Response-Based Knowledge Distillation in Large Language Models,2026,repo_85c3b191fa19,rastabastamon/qwen-2.5-7b-gptq-4bit,quantized_or_deployment,quantized,Qwen,unknown,exact_model_mention,medium,qwen 2.5 7b
paper_c0a17c061c97,Octopus v2: On-device language model for super agent,2024,repo_13e83f6fb726,TheBloke/LLaMa-7B-GPTQ,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama 7b
paper_c1d2f45a1be0,Neural-Symbolic Collaborative Distillation: Advancing Small Language Models for Complex Reasoning Tasks,2025,repo_14f41023e7bd,fxinwei123/llama3-70B-quantized,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama3 70b
paper_c1d2f45a1be0,Neural-Symbolic Collaborative Distillation: Advancing Small Language Models for Complex Reasoning Tasks,2025,repo_284fa1014f76,mlx-community/Qwen2-7B-8bit,quantized_or_deployment,quantized,Qwen,unknown,exact_model_mention,medium,qwen2 7b
paper_c615d9f37c63,Black-Box On-Policy Distillation of Large Language Models,2025,repo_6c491b0cb8f1,mlx-community/Qwen2.5-14B-8bit,quantized_or_deployment,quantized,Qwen,unknown,exact_model_mention,medium,qwen2.5 14b
paper_c773eaff3d76,Phi-4-Mini-Reasoning: Exploring the Limits of Small Reasoning Language Models in Math,2025,repo_ca45adbb37e9,kallilikhitha123/llama-Quantized-Model-8B,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama 8b
paper_c773eaff3d76,Phi-4-Mini-Reasoning: Exploring the Limits of Small Reasoning Language Models in Math,2025,repo_f69faf9afcfb,echodada/Qwen-7B,base,base_or_unknown,Qwen,unknown,exact_model_mention,medium,qwen 7b
paper_c785db2a82e0,PAT: Pruning-Aware Tuning for Large Language Models,2025,repo_8e38bb0a32d4,turboderp/Llama2-7B-exl2,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama2 7b
paper_c86b91ba5f98,Behavioral Bias of Vision-Language Models: A Behavioral Finance View,2024,repo_d01ca2722e59,Dudeman523/Phi_3-onnx,quantized_or_deployment,deployment_format,Phi,unknown,exact_model_mention,medium,phi 3
paper_cadfa09e1a6d,LLaMA-Adapter: Efficient Fine-tuning of Language Models with Zero-init Attention,2023,repo_13e83f6fb726,TheBloke/LLaMa-7B-GPTQ,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama 7b
paper_cc6c2c8eb5ac,Enhancing Critical Thinking in Education by means of a Socratic Chatbot,2024,repo_8e38bb0a32d4,turboderp/Llama2-7B-exl2,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama2 7b
paper_cdaf155f821b,Can Compact Language Models Search Like Agents? Distillation-Guided Policy Optimization for Preserving Agentic RAG Capabilities,2025,repo_f536ccb1c5d4,omron-sinicx/DGPO-qwen2.5-0.5b,finetune,finetune,Qwen,finetune,model_card_arxiv_ref,high,arxiv_refs::2508.20324
paper_ce717093655b,NanoQuant: Efficient Sub-1-Bit Quantization of Large Language Models,2026,repo_3e46705de35c,caisarl76/llama2-70B-8bit,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama2 70b
paper_d5439e4429bf,How Effective Is Constitutional AI in Small LLMs? A Study on DeepSeek-R1 and Its Peers,2025,repo_666cbf36f61f,YoungC0320/deepseek-r1-8b,finetune,quantized,DeepSeek,unknown,exact_model_mention,medium,deepseek r1 8b
paper_d80848c1d839,Flux Attention: Context-Aware Hybrid Attention for Efficient LLMs Inference,2026,repo_9f9a59bc69aa,QQTang1223/full_xattn_Qwen3-8B,finetune,finetune,Qwen,finetune,model_card_arxiv_ref,high,arxiv_refs::2604.07394
paper_d80848c1d839,Flux Attention: Context-Aware Hybrid Attention for Efficient LLMs Inference,2026,repo_776815b5139d,QQTang1223/full_xattn_Qwen3-4B,finetune,finetune,Qwen,finetune,model_card_arxiv_ref,high,arxiv_refs::2604.07394
paper_d80848c1d839,Flux Attention: Context-Aware Hybrid Attention for Efficient LLMs Inference,2026,repo_70a75fe6c380,QQTang1223/full_streaming_Qwen3-4B,finetune,finetune,Qwen,finetune,model_card_arxiv_ref,high,arxiv_refs::2604.07394
paper_d80848c1d839,Flux Attention: Context-Aware Hybrid Attention for Efficient LLMs Inference,2026,repo_5c51e890932d,QQTang1223/full_triangle_Qwen3-8B,finetune,finetune,Qwen,finetune,model_card_arxiv_ref,high,arxiv_refs::2604.07394
paper_d80848c1d839,Flux Attention: Context-Aware Hybrid Attention for Efficient LLMs Inference,2026,repo_bf20cb0f2b1a,QQTang1223/full_streaming_Qwen3-8B,finetune,finetune,Qwen,finetune,model_card_arxiv_ref,high,arxiv_refs::2604.07394
paper_d80848c1d839,Flux Attention: Context-Aware Hybrid Attention for Efficient LLMs Inference,2026,repo_259a5988666b,QQTang1223/full_triangle_Llama-3.1-8B-Instruct,finetune,finetune,Llama,finetune,model_card_arxiv_ref,high,arxiv_refs::2604.07394
paper_d80848c1d839,Flux Attention: Context-Aware Hybrid Attention for Efficient LLMs Inference,2026,repo_5b80a49d22f3,QQTang1223/full_xattn_Llama-3.1-8B-Instruct,finetune,finetune,Llama,finetune,model_card_arxiv_ref,high,arxiv_refs::2604.07394
paper_d80848c1d839,Flux Attention: Context-Aware Hybrid Attention for Efficient LLMs Inference,2026,repo_eb30ea9895db,QQTang1223/full_streaming_Llama-3.1-8B-Instruct,finetune,finetune,Llama,finetune,model_card_arxiv_ref,high,arxiv_refs::2604.07394
paper_d80848c1d839,Flux Attention: Context-Aware Hybrid Attention for Efficient LLMs Inference,2026,repo_3d760680dec8,QQTang1223/full_triangle_Qwen3-4B,finetune,finetune,Qwen,finetune,model_card_arxiv_ref,high,arxiv_refs::2604.07394
paper_d966937822b1,SMAC-R1: The Emergence of Intelligence in Decision-Making Tasks,2024,repo_5c142412ffc0,mradermacher/DeepSeek-V2.5-236B-i1-GGUF,quantized_or_deployment,quantized,DeepSeek,unknown,family_size_fuzzy_match,low,deepseek coder v2.5 236b. similar to online reinforcement learning after behavior cloning in offline learning process
paper_d9b5a31c07aa,DistillSeq: A Framework for Safety Alignment Testing in Large Language Models using Knowledge Distillation,2024,repo_20095953571c,TheBloke/LLaMa-13B-GPTQ,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama 13b
paper_dbc358773fc2,Learning to Compress Prompts with Gist Tokens,2023,repo_13e83f6fb726,TheBloke/LLaMa-7B-GPTQ,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama 7b
paper_dd0b5ad28f95,Continuous Autoregressive Language Models,2025,repo_b365e03abc35,yasserrmd/CALM-TinyStories-v1,base,base_or_unknown,UNKNOWN,unknown,model_card_arxiv_ref,high,arxiv_refs::2510.27688
paper_dd2ac2b442ba,MobileLLM-Pro Technical Report,2025,repo_0cbe42ffa303,facebook/MobileLLM-Pro,finetune,finetune,UNKNOWN,finetune,model_card_arxiv_ref,high,arxiv_refs::2511.06719
paper_dd2ac2b442ba,MobileLLM-Pro Technical Report,2025,repo_50e93a18626a,facebook/MobileLLM-Pro-base-int4-cpu,base,base_or_unknown,UNKNOWN,unknown,model_card_arxiv_ref,high,arxiv_refs::2511.06719
paper_dd2ac2b442ba,MobileLLM-Pro Technical Report,2025,repo_6bba402ca356,facebook/MobileLLM-Pro-base,base,base_or_unknown,UNKNOWN,unknown,model_card_arxiv_ref,high,arxiv_refs::2511.06719
paper_dd2ac2b442ba,MobileLLM-Pro Technical Report,2025,repo_6c77ba169f5a,facebook/MobileLLM-Pro-base-int4-accelerator,base,base_or_unknown,UNKNOWN,unknown,model_card_arxiv_ref,high,arxiv_refs::2511.06719
paper_dda3022800dd,RoLoRA: Fine-tuning Rotated Outlier-free LLMs for Effective Weight-Activation Quantization,2024,repo_8e38bb0a32d4,turboderp/Llama2-7B-exl2,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama2 7b
paper_dda3022800dd,RoLoRA: Fine-tuning Rotated Outlier-free LLMs for Effective Weight-Activation Quantization,2024,repo_6094ee2c2c1b,AlmaEconomics/llama2_quantized_13B_8bit,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama2 13b
paper_ddef1a8b5838,SpikeLLM: Scaling up Spiking Neural Network to Large Language Models via Saliency-based Spiking,2024,repo_13e83f6fb726,TheBloke/LLaMa-7B-GPTQ,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama 7b
paper_e18a43d6b3ca,Healthcare 4.0: A Large Language Model-Based Blockchain Framework for Medical Device Fault Detection and Diagnostics,2025,repo_343e68eb6d7a,deepseek-ai/DeepSeek-R1,base,base_or_unknown,DeepSeek,unknown,exact_model_mention,medium,deepseek r1
paper_e1faa684880e,Phi-4 Technical Report,2024,repo_d01ca2722e59,Dudeman523/Phi_3-onnx,quantized_or_deployment,deployment_format,Phi,unknown,exact_model_mention,medium,phi 3
paper_e4e04953b46e,ROSE: Reordered SparseGPT for More Accurate One-Shot Large Language Models Pruning,2026,repo_8e38bb0a32d4,turboderp/Llama2-7B-exl2,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama2 7b
paper_e88fb9207e43,"Nanbeige4.1-3B: A Small General Model that Reasons, Aligns, and Acts",2026,repo_37cda7737bd9,beaupi/Nanbeige4.1-3B-oQ6,quantized_or_deployment,base_or_unknown,UNKNOWN,quantized,model_card_arxiv_ref,high,arxiv_refs::2602.13367
paper_e88fb9207e43,"Nanbeige4.1-3B: A Small General Model that Reasons, Aligns, and Acts",2026,repo_143d41e71243,beaupi/Nanbeige4.1-3B-oQ4,quantized_or_deployment,base_or_unknown,UNKNOWN,quantized,model_card_arxiv_ref,high,arxiv_refs::2602.13367
paper_e88fb9207e43,"Nanbeige4.1-3B: A Small General Model that Reasons, Aligns, and Acts",2026,repo_7e976a11b1c9,futuregoldenbuddha/Nanbeige4.1-3B-EXL2-8.0bpw,quantized_or_deployment,quantized,UNKNOWN,quantized,model_card_arxiv_ref,high,arxiv_refs::2602.13367
paper_e88fb9207e43,"Nanbeige4.1-3B: A Small General Model that Reasons, Aligns, and Acts",2026,repo_c68082069d77,Nanbeige/Nanbeige4.1-3B,finetune,finetune,UNKNOWN,finetune,model_card_arxiv_ref,high,arxiv_refs::2602.13367
paper_e88fb9207e43,"Nanbeige4.1-3B: A Small General Model that Reasons, Aligns, and Acts",2026,repo_771987043b65,raggiebo/Nanbeige4.1-3B,finetune,finetune,UNKNOWN,finetune,model_card_arxiv_ref,high,arxiv_refs::2602.13367
paper_e88fb9207e43,"Nanbeige4.1-3B: A Small General Model that Reasons, Aligns, and Acts",2026,repo_8ad01d6a832f,INDERJEET3233/Nanbeige4.1-3B,finetune,finetune,UNKNOWN,finetune,model_card_arxiv_ref,high,arxiv_refs::2602.13367
paper_e88fb9207e43,"Nanbeige4.1-3B: A Small General Model that Reasons, Aligns, and Acts",2026,repo_8d7098b50db0,MuXodious/Nanbeige4.1-3B-PaperWitch-heresy,finetune,finetune,UNKNOWN,finetune,model_card_arxiv_ref,high,arxiv_refs::2602.13367
paper_e88fb9207e43,"Nanbeige4.1-3B: A Small General Model that Reasons, Aligns, and Acts",2026,repo_a0b32fd27d42,VINAY-UMRETHE/Nanbeige4.1-3B-heretic-BEST,finetune,finetune,UNKNOWN,finetune,model_card_arxiv_ref,high,arxiv_refs::2602.13367
paper_e88fb9207e43,"Nanbeige4.1-3B: A Small General Model that Reasons, Aligns, and Acts",2026,repo_93076b2a1fe2,heretic-org/Nanbeige4.1-3B-heretic,finetune,finetune,UNKNOWN,finetune,model_card_arxiv_ref,high,arxiv_refs::2602.13367
paper_e88fb9207e43,"Nanbeige4.1-3B: A Small General Model that Reasons, Aligns, and Acts",2026,repo_ddd67a541cbd,FastFlowLM/Nanbeige4.1-3B-NPU2,finetune,finetune,UNKNOWN,finetune,model_card_arxiv_ref,high,arxiv_refs::2602.13367
paper_e88fb9207e43,"Nanbeige4.1-3B: A Small General Model that Reasons, Aligns, and Acts",2026,repo_d7e66d698c0c,SimplySara/Nanbeige4.1-3B-GGUF,quantized_or_deployment,quantized,UNKNOWN,quantized,model_card_arxiv_ref,high,arxiv_refs::2602.13367
paper_e88fb9207e43,"Nanbeige4.1-3B: A Small General Model that Reasons, Aligns, and Acts",2026,repo_5c4b5398a086,SimplySara/Nanbeige4.1-3B-i1-GGUF,quantized_or_deployment,quantized,UNKNOWN,quantized,model_card_arxiv_ref,high,arxiv_refs::2602.13367
paper_e88fb9207e43,"Nanbeige4.1-3B: A Small General Model that Reasons, Aligns, and Acts",2026,repo_98a03bc9982c,Agnivarcas/Nanbeige4.1-3B-reasoning-finetuned,adapter_lora,adapter,UNKNOWN,adapter,model_card_arxiv_ref,high,arxiv_refs::2602.13367
paper_e88fb9207e43,"Nanbeige4.1-3B: A Small General Model that Reasons, Aligns, and Acts",2026,repo_953593ae044f,amoughnieh/Nanbeige4.1-3B-EE-Reasoning-SFT,adapter_lora,adapter,UNKNOWN,adapter,model_card_arxiv_ref,high,arxiv_refs::2602.13367
paper_eadd8e62efa7,DistillLens: Symmetric Knowledge Distillation Through Logit Lens,2026,repo_fd770294ea39,manishdhakal/DistillLens-gpt2-base,finetune,finetune,UNKNOWN,finetune,model_card_arxiv_ref,high,arxiv_refs::2602.13567
paper_eadd8e62efa7,DistillLens: Symmetric Knowledge Distillation Through Logit Lens,2026,repo_b050868c80ba,manishdhakal/DistillLens-TinyLlama-1.1B,finetune,finetune,Llama,finetune,model_card_arxiv_ref,high,arxiv_refs::2602.13567
paper_eb6f8694a334,Extending Context Window of Large Language Models via Positional Interpolation,2023,repo_13e83f6fb726,TheBloke/LLaMa-7B-GPTQ,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama 7b
paper_ebb4a992fc89,Less is More: Recursive Reasoning with Tiny Networks,2025,repo_343e68eb6d7a,deepseek-ai/DeepSeek-R1,base,base_or_unknown,DeepSeek,unknown,exact_model_mention,medium,deepseek r1
paper_ef5d1ee395a5,Phi-3 Technical Report: A Highly Capable Language Model Locally on Your Phone,2024,repo_9e221b8388ba,Swissmountain/model-phi-3.5,finetune,quantized,Phi,unknown,exact_model_mention,medium,phi 3.5
paper_ef5d1ee395a5,Phi-3 Technical Report: A Highly Capable Language Model Locally on Your Phone,2024,repo_d01ca2722e59,Dudeman523/Phi_3-onnx,quantized_or_deployment,deployment_format,Phi,unknown,exact_model_mention,medium,phi 3
paper_ef96d13d3240,Principle-Driven Self-Alignment of Language Models from Scratch with Minimal Human Supervision,2023,repo_0f319eb8f84e,TheBloke/LLaMa-65B-GPTQ,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama 65b
paper_f06b8b3d9917,RadPhi-3: Small Language Models for Radiology,2024,repo_d01ca2722e59,Dudeman523/Phi_3-onnx,quantized_or_deployment,deployment_format,Phi,unknown,exact_model_mention,medium,phi 3
paper_f15d3c22215a,KG-Agent: An Efficient Autonomous Agent Framework for Complex Reasoning over Knowledge Graph,2024,repo_13e83f6fb726,TheBloke/LLaMa-7B-GPTQ,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama 7b
paper_f5ec074a63a8,"Shared Emotion Geometry Across Small Language Models: A Cross-Architecture Study of Representation, Behavior, and Methodological Confounds",2026,repo_f9267ae980a1,Bar0n/Qwen-2.5-1.5B,finetune,finetune,Qwen,finetune,exact_model_mention,medium,qwen 2.5 1.5b
paper_f6c9457af3d9,BEATS: Optimizing LLM Mathematical Capabilities with BackVerify and Adaptive Disambiguate based Efficient Tree Search,2024,repo_284fa1014f76,mlx-community/Qwen2-7B-8bit,quantized_or_deployment,quantized,Qwen,unknown,exact_model_mention,medium,qwen2 7b
paper_f7ae01c5af5a,MoreauPruner: Robust Pruning of Large Language Models against Weight Perturbations,2024,repo_20095953571c,TheBloke/LLaMa-13B-GPTQ,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama 13b
paper_f7ae01c5af5a,MoreauPruner: Robust Pruning of Large Language Models against Weight Perturbations,2024,repo_13e83f6fb726,TheBloke/LLaMa-7B-GPTQ,quantized_or_deployment,quantized,Llama,unknown,exact_model_mention,medium,llama 7b
paper_f879ef80669f,Sample-Efficient Language Model for Hinglish Conversational AI,2025,repo_df0b7ed3736a,nilay-samora/gemma3-4b-gptq-int4,quantized_or_deployment,quantized,Gemma,unknown,exact_model_mention,medium,gemma3 4b
paper_fa4a9cb66509,Falcon-H1R: Pushing the Reasoning Frontiers with a Hybrid Model for Efficient Test-Time Scaling,2026,repo_6f4a7e95b284,tiiuae/Falcon-H1R-7B-FP8,quantized_or_deployment,base_or_unknown,Falcon,quantized,model_card_arxiv_ref,high,arxiv_refs::2601.02346
